iso	country	year	eq_tr	r_eq_tr	housing_tr	r_housing_tr	dc
NLD	Netherlands	1983	0.60514	0.56107	0.08709	0.05724	0.00621
NLD	Netherlands	1984	0.28100	0.24040	0.06463	0.03088	0.01295
NLD	Netherlands	1985	0.33099	0.30204	0.07626	0.05285	0.01320
NLD	Netherlands	1986	0.09501	0.09392	0.12459	0.12347	0.01733
NLD	Netherlands	1987	-0.17890	-0.17304	0.12229	0.13029	0.01476
NLD	Netherlands	1988	0.35225	0.34223	0.12019	0.11189	0.00948
NLD	Netherlands	1989	0.27496	0.26131	0.13978	0.12758	0.02564
NLD	Netherlands	1990	-0.13129	-0.15210	0.09063	0.06450	0.03253
NLD	Netherlands	1991	0.18728	0.15121	0.09803	0.06467	0.01893
NLD	Netherlands	1992	0.07924	0.04594	0.15811	0.12238	-0.00017
NLD	Netherlands	1993	0.47247	0.43538	0.15474	0.12565	0.00134
NLD	Netherlands	1994	0.02285	-0.00502	0.19333	0.16081	0.01323
NLD	Netherlands	1995	0.19815	0.17554	0.13494	0.11352	0.02164
NLD	Netherlands	1996	0.40328	0.37473	0.17359	0.14972	0.03856
NLD	Netherlands	1997	0.44899	0.42260	0.17776	0.15631	0.02878
NLD	Netherlands	1998	0.22288	0.20144	0.16527	0.14484	0.04418
NLD	Netherlands	1999	0.30649	0.28042	0.21444	0.19020	0.04515
NLD	Netherlands	2000	-0.02128	-0.04374	0.22732	0.19916	0.02896
NLD	Netherlands	2001	-0.19218	-0.23147	0.15110	0.09511	0.01037
NLD	Netherlands	2002	-0.32825	-0.35316	0.10141	0.06056	0.00259
NLD	Netherlands	2003	0.09192	0.06813	0.07128	0.04793	-0.00675
NLD	Netherlands	2004	0.09735	0.08238	0.07795	0.06324	0.00650
NLD	Netherlands	2005	0.30318	0.28404	0.07433	0.05855	0.00465
NLD	Netherlands	2006	0.20137	0.18184	0.07982	0.06227	-0.01122
NLD	Netherlands	2007	0.08165	0.06476	0.07477	0.05798	0.01607
NLD	Netherlands	2008	-0.49462	-0.50556	0.06166	0.03867	0.00826
NLD	Netherlands	2009	0.44535	0.43143	-0.00171	-0.01132	-0.01361
NLD	Netherlands	2010	0.09256	0.08249	0.01445	0.00511	-0.00488
NLD	Netherlands	2011	-0.09285	-0.11471	0.01137	-0.01300	-0.00397
NLD	Netherlands	2012	0.12577	0.09491	-0.02525	-0.05197	-0.01518
NLD	Netherlands	2013	0.18547	0.15593	-0.01854	-0.04299	-0.01264
NLD	Netherlands	2014	0.09625	0.09275	0.05436	0.05099	0.00014
NLD	Netherlands	2015	0.08113	0.07876	0.08225	0.07987	0.01515
NOR	Norway	1950	0.18171	0.12292	0.08620	0.03215	0.01257
NOR	Norway	1951	0.12378	-0.02992	0.03299	-0.10829	-0.00836
NOR	Norway	1952	-0.02079	-0.10166	0.10858	0.01702	0.03020
NOR	Norway	1953	-0.01152	-0.03105	0.17049	0.14736	0.02931
NOR	Norway	1954	0.29334	0.23842	-0.04231	-0.08297	0.01998
NOR	Norway	1955	0.08791	0.07869	0.38328	0.37156	0.02073
NOR	Norway	1956	0.17782	0.13501	0.08971	0.05010	0.01994
NOR	Norway	1957	-0.11736	-0.14101	0.08626	0.05715	0.01405
NOR	Norway	1958	-0.03446	-0.07936	0.14718	0.09383	-0.00552
NOR	Norway	1959	0.13142	0.10718	0.04828	0.02583	0.03198
NOR	Norway	1960	0.10149	0.09801	0.16095	0.15728	0.07142
NOR	Norway	1961	0.08808	0.06076	0.11127	0.08336	0.04906
NOR	Norway	1962	-0.19031	-0.23063	0.15596	0.09839	0.02226
NOR	Norway	1963	0.10737	0.07905	0.16732	0.13746	0.02632
NOR	Norway	1964	0.02982	-0.02509	0.13511	0.07459	0.02917
NOR	Norway	1965	-0.02992	-0.06949	0.19215	0.14352	0.01658
NOR	Norway	1966	-0.08572	-0.11495	0.12622	0.09021	0.02760
NOR	Norway	1967	-0.03390	-0.07453	0.12425	0.07696	0.02959
NOR	Norway	1968	0.14181	0.10288	0.12885	0.09036	0.02768
NOR	Norway	1969	0.21763	0.18132	0.14926	0.11499	0.06639
NOR	Norway	1970	0.36287	0.23237	0.21157	0.09555	-0.00747
NOR	Norway	1971	-0.18755	-0.23526	0.12382	0.05783	0.04781
NOR	Norway	1972	0.16951	0.09079	0.20052	0.11971	0.01818
NOR	Norway	1973	0.43882	0.33910	0.11974	0.04214	0.02950
NOR	Norway	1974	-0.32542	-0.38350	0.11333	0.01748	0.02556
NOR	Norway	1975	-0.11796	-0.21024	0.19548	0.07041	0.04819
NOR	Norway	1976	0.12048	0.02636	0.11413	0.02054	0.05480
NOR	Norway	1977	-0.21684	-0.28193	0.28248	0.17590	0.05894
NOR	Norway	1978	0.09471	0.01218	0.19422	0.10419	-0.02208
NOR	Norway	1979	0.61350	0.54000	0.14611	0.09390	0.03703
NOR	Norway	1980	-0.04689	-0.14054	0.17006	0.05509	0.01656
NOR	Norway	1981	0.20941	0.06400	0.38041	0.21443	-0.00237
NOR	Norway	1982	-0.12115	-0.21068	0.29221	0.16057	0.00529
NOR	Norway	1983	0.92804	0.77845	0.11776	0.03104	0.01660
NOR	Norway	1984	0.32284	0.24468	0.14604	0.07834	0.02962
NOR	Norway	1985	0.35791	0.28510	0.13400	0.07319	0.08982
NOR	Norway	1986	-0.06623	-0.12883	0.36054	0.26932	0.04547
NOR	Norway	1987	-0.10823	-0.17980	0.28122	0.17840	-0.01283
NOR	Norway	1988	0.33756	0.25358	0.04044	-0.02488	-0.02884
NOR	Norway	1989	0.59781	0.52819	-0.08937	-0.12905	-0.01209
NOR	Norway	1990	-0.07800	-0.11442	0.02072	-0.01961	0.00256
NOR	Norway	1991	-0.11708	-0.14629	-0.00971	-0.04247	0.01804
NOR	Norway	1992	-0.04774	-0.06954	-0.00338	-0.02619	0.01803
NOR	Norway	1993	0.59363	0.55824	0.15413	0.12849	0.01786
NOR	Norway	1994	0.11406	0.09870	0.22849	0.21155	0.02878
NOR	Norway	1995	0.16799	0.13999	0.15473	0.12704	0.03425
NOR	Norway	1996	0.33443	0.31783	0.17880	0.16414	0.06010
NOR	Norway	1997	0.36776	0.33337	0.15731	0.12821	0.02719
NOR	Norway	1998	-0.26890	-0.28665	0.21099	0.18160	0.02278
NOR	Norway	1999	0.47665	0.44298	0.19233	0.16515	0.02971
NOR	Norway	2000	0.04273	0.01152	0.20970	0.17349	0.03579
NOR	Norway	2001	-0.14613	-0.17114	0.13136	0.09822	0.01678
NOR	Norway	2002	-0.31086	-0.31963	0.12194	0.10767	0.02523
NOR	Norway	2003	0.48399	0.44814	0.07309	0.04717	0.02293
NOR	Norway	2004	0.38445	0.37804	0.19624	0.19070	0.04787
NOR	Norway	2005	0.40477	0.38371	0.16776	0.15026	0.02482
NOR	Norway	2006	0.32435	0.29417	0.21546	0.18776	0.03791
NOR	Norway	2007	0.11461	0.10654	0.16476	0.15633	0.04138
NOR	Norway	2008	-0.54061	-0.55729	-0.00400	-0.04015	0.00416
NOR	Norway	2009	0.64782	0.61287	0.05768	0.03524	-0.01233
NOR	Norway	2010	0.18347	0.15575	0.13144	0.10493	0.02447
NOR	Norway	2011	-0.12456	-0.13580	0.13359	0.11903	0.02065
NOR	Norway	2012	0.15363	0.14551	0.10844	0.10063	0.02121
NOR	Norway	2013	0.23592	0.21012	0.07861	0.05610	0.01563
NOR	Norway	2014	0.04952	0.02869	0.06491	0.04377	0.00922
NOR	Norway	2015	0.05941	0.03687	0.09849	0.07513	0.01679
PRT	Portugal	1950	0.00828	0.03495	-0.02799	-0.00228	0.01047
PRT	Portugal	1951	0.17749	0.16137	0.13047	0.11500	0.04825
PRT	Portugal	1952	0.15276	0.15097	0.03850	0.03689	-0.00981
PRT	Portugal	1953	0.12199	0.11196	0.20377	0.19300	0.06134
PRT	Portugal	1954	0.30218	0.29195	0.09160	0.08302	0.03783
PRT	Portugal	1955	-0.00266	-0.03520	0.21476	0.17513	0.03287
PRT	Portugal	1956	-0.00906	-0.05074	0.06623	0.02139	-0.00051
PRT	Portugal	1957	-0.03429	-0.03452	0.02173	0.02149	0.04758
PRT	Portugal	1958	-0.04944	-0.06287	0.13116	0.11518	0.02149
PRT	Portugal	1959	0.11209	0.09760	0.12695	0.11227	0.04166
PRT	Portugal	1960	0.08053	0.05710	0.18464	0.15895	0.04568
PRT	Portugal	1961	-0.02387	-0.02146	0.04330	0.04587	0.05323
PRT	Portugal	1962	-0.06358	-0.06316	-0.09209	-0.09168	0.05176
PRT	Portugal	1963	0.16057	0.13114	0.05171	0.02504	0.05862
PRT	Portugal	1964	0.19379	0.13807	0.11115	0.05929	0.03593
PRT	Portugal	1965	0.09501	0.06053	0.05660	0.02334	0.08815
PRT	Portugal	1966	0.14293	0.11459	0.06092	0.03462	0.03920
PRT	Portugal	1967	-0.04399	-0.08228	-0.00764	-0.04739	0.04885
PRT	Portugal	1968	0.05354	0.03305	0.11459	0.09291	0.06461
PRT	Portugal	1969	0.31890	0.28440	0.09991	0.07114	-0.02383
PRT	Portugal	1970	0.09905	0.04638	0.08112	0.02931	0.09465
PRT	Portugal	1971	0.19487	0.11251	0.25665	0.17003	0.10111
PRT	Portugal	1972	0.46552	0.35200	0.14798	0.05906	0.04478
PRT	Portugal	1973	0.73811	0.61405	0.27289	0.18204	0.06462
PRT	Portugal	1974	-0.23353	-0.44411	0.23793	-0.10218	0.07059
PRT	Portugal	1975	-0.44303	-0.53011	-0.11041	-0.24949	-0.09210
PRT	Portugal	1976	-0.44303	-0.53832	0.19624	-0.00841	-0.01092
PRT	Portugal	1977	-0.44080	-0.57946	0.33260	0.00216	0.02157
PRT	Portugal	1978	-0.22110	-0.38553	0.32383	0.04435	0.05806
PRT	Portugal	1979	0.40605	0.13300	0.26871	0.02232	0.06627
PRT	Portugal	1980	1.07054	0.74881	0.33431	0.12698	0.07634
PRT	Portugal	1981	-0.31103	-0.40647	0.44866	0.24798	0.01738
PRT	Portugal	1982	-0.15460	-0.30931	0.29110	0.05483	0.01883
PRT	Portugal	1983	-0.03658	-0.23234	0.29556	0.03232	-0.00476
PRT	Portugal	1984	0.07049	-0.16887	0.25390	-0.02648	-0.00138
PRT	Portugal	1985	1.36882	0.98061	0.24858	0.04396	0.01170
PRT	Portugal	1986	0.92671	0.72336	0.20501	0.07783	0.06055
PRT	Portugal	1987	1.11877	0.94109	0.26226	0.15640	0.07841
PRT	Portugal	1988	-0.27715	-0.34255	0.26517	0.15071	0.08300
PRT	Portugal	1989	0.31688	0.16952	0.24214	0.10314	0.04227
PRT	Portugal	1990	-0.32945	-0.40869	0.25057	0.10280	0.07547
PRT	Portugal	1991	-0.02298	-0.12297	0.19445	0.07222	0.08040
PRT	Portugal	1992	-0.11212	-0.18468	0.11301	0.02205	0.03495
PRT	Portugal	1993	0.53246	0.43893	0.10702	0.03945	0.00215
PRT	Portugal	1994	0.08416	0.03057	0.09362	0.03957	0.00238
PRT	Portugal	1995	-0.04594	-0.08351	0.18412	0.13748	0.01271
PRT	Portugal	1996	0.32568	0.28582	0.03917	0.00793	0.02972
PRT	Portugal	1997	0.65247	0.61690	0.13782	0.11332	0.02970
PRT	Portugal	1998	0.26245	0.23509	0.20602	0.17988	0.04481
PRT	Portugal	1999	0.12566	0.10177	0.16496	0.14023	0.04522
PRT	Portugal	2000	-0.08215	-0.10720	0.11627	0.08581	0.03149
PRT	Portugal	2001	-0.19036	-0.22455	0.10937	0.06252	0.00829
PRT	Portugal	2002	-0.20653	-0.23485	0.09772	0.05854	0.00864
PRT	Portugal	2003	0.17397	0.13716	0.16217	0.12573	-0.00331
PRT	Portugal	2004	0.17997	0.15108	0.22452	0.19454	0.01972
PRT	Portugal	2005	0.17187	0.14743	0.16780	0.14345	0.01620
PRT	Portugal	2006	0.33272	0.29333	0.11013	0.07732	0.00349
PRT	Portugal	2007	0.18311	0.15513	0.04742	0.02264	0.01181
PRT	Portugal	2008	-0.49718	-0.51017	0.05262	0.02543	0.01438
PRT	Portugal	2009	0.39963	0.41239	-0.05473	-0.04611	-0.01048
PRT	Portugal	2010	-0.06211	-0.07498	0.04543	0.03109	0.02323
PRT	Portugal	2011	-0.20373	-0.23106	-0.10757	-0.13821	-0.07105
PRT	Portugal	2012	0.07693	0.04784	-0.01037	-0.03710	-0.05060
PRT	Portugal	2013	0.15601	0.15095	0.01348	0.00905	-0.00499
PRT	Portugal	2014	-0.21121	-0.20995	0.07703	0.07875	0.02892
PRT	Portugal	2015	0.18605	0.18006	0.06396	0.05858	0.02432
ESP	Spain	1950	0.06614	-0.03820	-0.03355	-0.12813	0.04143
ESP	Spain	1951	0.19546	0.09247	0.16805	0.06742	0.12832
ESP	Spain	1952	0.09630	0.11850	0.04044	0.06152	0.04768
ESP	Spain	1953	0.04131	0.02471	0.26497	0.24479	-0.03861
ESP	Spain	1954	0.26043	0.24510	0.21554	0.20076	0.03913
ESP	Spain	1955	0.37714	0.32387	0.06624	0.02499	0.02817
ESP	Spain	1956	0.49410	0.41139	0.05645	-0.00203	0.07315
ESP	Spain	1957	0.09217	-0.01407	0.14007	0.02917	0.07032
ESP	Spain	1958	-0.11817	-0.22214	0.07717	-0.04984	0.07709
ESP	Spain	1959	-0.05388	-0.11827	0.49524	0.39347	0.01237
ESP	Spain	1960	0.02201	0.00980	-0.20193	-0.21147	-0.04455
ESP	Spain	1961	0.28370	0.25846	0.36653	0.33966	0.09729
ESP	Spain	1962	0.25330	0.18575	0.21063	0.14538	0.07840
ESP	Spain	1963	0.08891	0.00144	0.16702	0.07327	0.09615
ESP	Spain	1964	0.01599	-0.05033	0.17551	0.09878	0.03977
ESP	Spain	1965	0.09912	-0.01726	0.18769	0.06193	0.06649
ESP	Spain	1966	0.07835	0.00261	0.13465	0.05496	0.05881
ESP	Spain	1967	0.08036	0.01559	0.09723	0.03144	0.05056
ESP	Spain	1968	0.22479	0.16689	0.12644	0.07318	0.04180
ESP	Spain	1969	0.52444	0.49234	0.28417	0.25713	0.06086
ESP	Spain	1970	0.09526	0.03579	0.15003	0.08760	0.03083
ESP	Spain	1971	0.04052	-0.03851	0.17987	0.09026	0.04248
ESP	Spain	1972	0.34751	0.24476	0.22713	0.13356	0.07387
ESP	Spain	1973	0.29760	0.16438	0.15305	0.03467	0.06612
ESP	Spain	1974	0.04121	-0.09438	0.15887	0.00796	0.04099
ESP	Spain	1975	-0.11339	-0.24650	0.08520	-0.07773	0.02434
ESP	Spain	1976	-0.10936	-0.24288	0.16002	-0.01389	0.04038
ESP	Spain	1977	-0.28759	-0.42797	0.24436	-0.00083	0.01716
ESP	Spain	1978	-0.13261	-0.27581	0.30142	0.08656	0.01847
ESP	Spain	1979	-0.07151	-0.19723	0.23947	0.07164	0.00091
ESP	Spain	1980	0.00962	-0.12629	0.10852	-0.04070	0.01265
ESP	Spain	1981	0.42420	0.24328	0.12224	-0.02032	-0.01791
ESP	Spain	1982	0.00001	-0.12597	0.11366	-0.02664	-0.00518
ESP	Spain	1983	0.12421	0.00218	0.11967	-0.00186	0.00010
ESP	Spain	1984	0.46708	0.31839	0.13896	0.02353	-0.00462
ESP	Spain	1985	0.34465	0.23573	0.15655	0.06287	0.03282
ESP	Spain	1986	1.13260	0.96019	0.22215	0.12335	0.03173
ESP	Spain	1987	0.47929	0.40553	0.26396	0.20094	0.05588
ESP	Spain	1988	0.14383	0.09106	0.28269	0.22351	0.04824
ESP	Spain	1989	0.12630	0.05467	0.26157	0.18133	0.05593
ESP	Spain	1990	-0.11797	-0.17352	0.18136	0.10696	0.03717
ESP	Spain	1991	0.05410	-0.00495	0.16690	0.10153	0.02883
ESP	Spain	1992	-0.08083	-0.13224	0.00904	-0.04740	0.01901
ESP	Spain	1993	0.56100	0.49280	0.02066	-0.02393	-0.02530
ESP	Spain	1994	-0.09200	-0.13290	0.03332	-0.01323	0.00662
ESP	Spain	1995	0.15700	0.10531	0.05845	0.01117	0.01390
ESP	Spain	1996	0.42900	0.37991	0.05461	0.01838	0.02006
ESP	Spain	1997	0.45400	0.42721	0.07288	0.05311	0.02409
ESP	Spain	1998	0.39500	0.37084	0.07892	0.06023	0.03947
ESP	Spain	1999	0.19700	0.17082	0.09951	0.07546	0.04400
ESP	Spain	2000	-0.10400	-0.13417	0.10397	0.06680	0.03960
ESP	Spain	2001	-0.03638	-0.06977	0.12280	0.08390	0.03159
ESP	Spain	2002	-0.20465	-0.22860	0.19601	0.16000	0.01373
ESP	Spain	2003	0.32978	0.29055	0.22350	0.18741	0.00499
ESP	Spain	2004	0.23082	0.19452	0.20368	0.16818	0.02390
ESP	Spain	2005	0.25783	0.21684	0.16384	0.12592	0.02104
ESP	Spain	2006	0.40547	0.35774	0.11701	0.07907	0.02115
ESP	Spain	2007	0.09162	0.06202	0.07049	0.04146	0.01285
ESP	Spain	2008	-0.36947	-0.39416	0.01763	-0.02222	-0.02290
ESP	Spain	2009	0.35605	0.35996	-0.05973	-0.05702	-0.04510
ESP	Spain	2010	-0.14670	-0.16178	-0.00902	-0.02653	-0.00174
ESP	Spain	2011	-0.08771	-0.11596	-0.03734	-0.06716	-0.02848
ESP	Spain	2012	0.05011	0.02504	-0.06804	-0.09028	-0.03440
ESP	Spain	2013	0.29880	0.28076	-0.13461	-0.14663	-0.02602
ESP	Spain	2014	0.09085	0.09249	0.02797	0.02953	0.01974
ESP	Spain	2015	-0.03199	-0.02712	0.06049	0.06582	0.02983
SWE	Sweden	1950	0.28483	0.26507	-0.02350	-0.03852	0.11268
SWE	Sweden	1951	0.23161	0.05335	-0.03432	-0.17409	-0.01909
SWE	Sweden	1952	-0.11041	-0.17044	0.21621	0.13413	0.02876
SWE	Sweden	1953	0.18324	0.17603	0.14412	0.13715	0.01955
SWE	Sweden	1954	0.38268	0.37430	-0.23448	-0.23912	0.03464
SWE	Sweden	1955	-0.02632	-0.05217	0.22284	0.19037	0.02369
SWE	Sweden	1956	0.02587	-0.02312	0.35688	0.29208	0.02108
SWE	Sweden	1957	0.08447	0.03783	0.34500	0.28715	0.00845
SWE	Sweden	1958	0.22361	0.17316	0.11869	0.07256	0.01825
SWE	Sweden	1959	0.48297	0.47160	0.11966	0.11107	0.03077
SWE	Sweden	1960	0.03793	-0.00288	0.13192	0.08743	0.01098
SWE	Sweden	1961	0.02455	0.00238	0.14842	0.12357	0.04664
SWE	Sweden	1962	-0.05071	-0.09425	0.12700	0.07531	0.02721
SWE	Sweden	1963	0.28253	0.24540	0.17322	0.13925	0.03785
SWE	Sweden	1964	0.19935	0.16308	0.18550	0.14966	0.03203
SWE	Sweden	1965	0.10509	0.05063	0.15949	0.10235	0.03265
SWE	Sweden	1966	-0.20086	-0.25013	0.16183	0.09019	0.00964
SWE	Sweden	1967	0.08165	0.03958	0.12777	0.08391	0.01500
SWE	Sweden	1968	0.39472	0.36687	0.13667	0.11398	0.03493
SWE	Sweden	1969	0.05566	0.02768	0.12901	0.09909	0.03669
SWE	Sweden	1970	-0.19098	-0.24313	0.09362	0.02312	0.02527
SWE	Sweden	1971	0.26898	0.18113	0.13008	0.05184	-0.00606
SWE	Sweden	1972	0.14548	0.08064	0.15944	0.09381	0.03086
SWE	Sweden	1973	0.03352	-0.03116	0.12341	0.05310	0.02375
SWE	Sweden	1974	0.01528	-0.07645	0.14947	0.04562	0.03042
SWE	Sweden	1975	0.34351	0.22385	0.30760	0.19114	0.02366
SWE	Sweden	1976	0.04854	-0.04999	0.23307	0.11719	0.03730
SWE	Sweden	1977	-0.12465	-0.21379	0.21355	0.08997	-0.01405
SWE	Sweden	1978	0.21377	0.10251	0.17739	0.06946	-0.01014
SWE	Sweden	1979	0.03730	-0.03207	0.16025	0.08266	0.02184
SWE	Sweden	1980	0.28444	0.13059	0.07830	-0.05086	-0.01002
SWE	Sweden	1981	0.63420	0.45761	0.06321	-0.05168	-0.00688
SWE	Sweden	1982	0.40287	0.29240	0.08697	0.00138	0.00856
SWE	Sweden	1983	0.69381	0.55478	0.09580	0.00585	-0.02160
SWE	Sweden	1984	-0.09382	-0.16096	0.13271	0.04878	0.01670
SWE	Sweden	1985	0.28715	0.19889	0.13312	0.05542	0.03000
SWE	Sweden	1986	0.53614	0.47380	0.15557	0.10868	0.04917
SWE	Sweden	1987	-0.05962	-0.09778	0.23703	0.18684	0.04995
SWE	Sweden	1988	0.55417	0.46869	0.28191	0.21141	0.02256
SWE	Sweden	1989	0.27078	0.19401	0.25657	0.18066	0.00613
SWE	Sweden	1990	-0.29340	-0.36043	0.18234	0.07018	-0.01242
SWE	Sweden	1991	0.08585	-0.00674	0.12451	0.02862	0.00255
SWE	Sweden	1992	0.02558	0.00262	-0.04619	-0.06754	-0.01931
SWE	Sweden	1993	0.56643	0.49678	-0.04186	-0.08447	-0.04235
SWE	Sweden	1994	0.06545	0.04257	0.14792	0.12327	0.01076
SWE	Sweden	1995	0.20633	0.17652	0.10114	0.07393	0.00356
SWE	Sweden	1996	0.42630	0.41982	0.10209	0.09708	0.01474
SWE	Sweden	1997	0.27918	0.27238	0.17951	0.17323	0.02434
SWE	Sweden	1998	0.13089	0.13269	0.20320	0.20512	0.02875
SWE	Sweden	1999	0.69757	0.68947	0.17363	0.16803	0.03656
SWE	Sweden	2000	-0.10803	-0.11670	0.18194	0.17046	0.04701
SWE	Sweden	2001	-0.14842	-0.16872	0.14320	0.11595	0.00174
SWE	Sweden	2002	-0.35903	-0.37254	0.13006	0.10625	0.01148
SWE	Sweden	2003	0.35494	0.32926	0.15981	0.13783	0.01390
SWE	Sweden	2004	0.21352	0.20905	0.17345	0.16913	0.01841
SWE	Sweden	2005	0.37001	0.36366	0.16774	0.16232	0.01930
SWE	Sweden	2006	0.25796	0.24100	0.15497	0.13940	0.02214
SWE	Sweden	2007	-0.02822	-0.04906	0.13886	0.11444	0.01509
SWE	Sweden	2008	-0.39269	-0.41289	0.07500	0.03925	-0.01809
SWE	Sweden	2009	0.52243	0.52660	0.05495	0.05784	-0.01221
SWE	Sweden	2010	0.26484	0.24887	0.12154	0.10737	0.02964
SWE	Sweden	2011	-0.13711	-0.15911	0.05353	0.02667	0.01216
SWE	Sweden	2012	0.16564	0.15548	0.02819	0.01923	-0.00011
SWE	Sweden	2013	0.27765	0.27821	0.09279	0.09327	0.00930
SWE	Sweden	2014	0.15674	0.15876	0.13079	0.13277	0.01846
SWE	Sweden	2015	0.10191	0.10239	0.16483	0.16534	0.02793
CHE	Switzerland	1950	0.09681	0.11405	0.07429	0.09117	0.02821
CHE	Switzerland	1951	0.19534	0.14084	0.10729	0.05681	0.00120
CHE	Switzerland	1952	0.08369	0.05705	0.12150	0.09393	-0.00528
CHE	Switzerland	1953	0.10476	0.11191	0.12072	0.12798	0.01434
CHE	Switzerland	1954	0.26143	0.25258	0.07712	0.06957	0.02946
CHE	Switzerland	1955	0.05989	0.05007	0.08362	0.07357	0.02839
CHE	Switzerland	1956	0.02119	0.00604	0.09223	0.07602	0.03650
CHE	Switzerland	1957	-0.10254	-0.11979	0.08868	0.06775	0.00924
CHE	Switzerland	1958	0.22764	0.20548	0.02976	0.01117	0.00150
CHE	Switzerland	1959	0.29196	0.30036	0.06312	0.07004	0.03588
CHE	Switzerland	1960	0.44460	0.42412	0.03740	0.02269	0.02945
CHE	Switzerland	1961	0.49390	0.46683	-0.06673	-0.08364	0.03809
CHE	Switzerland	1962	-0.17714	-0.21119	0.12827	0.08159	0.03669
CHE	Switzerland	1963	-0.00158	-0.03478	0.09751	0.06102	0.02657
CHE	Switzerland	1964	-0.06932	-0.09714	0.08073	0.04842	0.02712
CHE	Switzerland	1965	-0.07000	-0.10070	0.06838	0.03311	0.02451
CHE	Switzerland	1966	-0.12095	-0.16102	0.10023	0.05007	0.02107
CHE	Switzerland	1967	0.47191	0.41500	0.04401	0.00365	0.01800
CHE	Switzerland	1968	0.39494	0.36209	0.02183	-0.00224	0.02833
CHE	Switzerland	1969	0.04484	0.01947	0.03141	0.00636	0.04043
CHE	Switzerland	1970	-0.10650	-0.13768	0.12271	0.08353	0.04404
CHE	Switzerland	1971	0.15500	0.08377	0.13043	0.06071	0.03480
CHE	Switzerland	1972	0.20729	0.13190	0.18074	0.10701	0.04432
CHE	Switzerland	1973	-0.19999	-0.26439	0.17745	0.08266	0.02171
CHE	Switzerland	1974	-0.33138	-0.39087	0.03452	-0.05753	-0.00709
CHE	Switzerland	1975	0.46757	0.37546	0.03002	-0.03462	-0.01858
CHE	Switzerland	1976	0.07886	0.06066	0.04442	0.02680	0.02260
CHE	Switzerland	1977	0.08092	0.06720	0.12685	0.11255	0.03225
CHE	Switzerland	1978	-0.00512	-0.01551	0.07800	0.06673	0.01874
CHE	Switzerland	1979	0.10929	0.07025	0.12827	0.08856	0.00823
CHE	Switzerland	1980	0.06067	0.01966	0.12537	0.08186	0.02047
CHE	Switzerland	1981	-0.11905	-0.17274	0.13338	0.06430	0.00444
CHE	Switzerland	1982	0.13256	0.07194	0.09640	0.03771	-0.00283
CHE	Switzerland	1983	0.27295	0.23626	0.09689	0.06528	0.00725
CHE	Switzerland	1984	0.04520	0.01559	0.11471	0.08314	0.01036
CHE	Switzerland	1985	0.61357	0.55987	0.09915	0.06257	0.01265
CHE	Switzerland	1986	0.09712	0.08893	0.09760	0.08940	0.01944
CHE	Switzerland	1987	-0.27482	-0.28517	0.12917	0.11306	0.01711
CHE	Switzerland	1988	0.23610	0.21354	0.14877	0.12780	0.01193
CHE	Switzerland	1989	0.22586	0.18831	0.13794	0.10309	0.01673
CHE	Switzerland	1990	-0.19315	-0.23456	0.08629	0.03053	0.00392
CHE	Switzerland	1991	0.17670	0.11173	0.03094	-0.02599	0.00468
CHE	Switzerland	1992	0.17640	0.13058	0.00042	-0.03855	-0.00748
CHE	Switzerland	1993	0.50810	0.45967	0.00478	-0.02748	-0.01444
CHE	Switzerland	1994	-0.07620	-0.08392	0.04580	0.03706	0.00284
CHE	Switzerland	1995	0.23060	0.20871	0.02059	0.00243	0.00045
CHE	Switzerland	1996	0.18290	0.17337	0.01528	0.00710	0.00733
CHE	Switzerland	1997	0.55189	0.54387	0.00828	0.00308	0.01251
CHE	Switzerland	1998	0.15365	0.15344	0.04281	0.04262	0.01957
CHE	Switzerland	1999	0.11691	0.10795	0.05865	0.05016	0.01941
CHE	Switzerland	2000	0.11911	0.10190	0.07317	0.05666	0.01925
CHE	Switzerland	2001	-0.22027	-0.22792	0.10208	0.09128	0.01631
CHE	Switzerland	2002	-0.25952	-0.26423	0.13452	0.12729	-0.00610
CHE	Switzerland	2003	0.22064	0.21292	0.11626	0.10920	0.00290
CHE	Switzerland	2004	0.06891	0.06042	0.07572	0.06718	0.00977
CHE	Switzerland	2005	0.35608	0.34036	0.07222	0.05979	0.01292
CHE	Switzerland	2006	0.20667	0.19397	0.06390	0.05271	0.01056
CHE	Switzerland	2007	-0.00054	-0.00783	0.07537	0.06753	0.00310
CHE	Switzerland	2008	-0.34047	-0.35610	0.09135	0.06547	0.01543
CHE	Switzerland	2009	0.23181	0.23774	0.11375	0.11911	0.01035
CHE	Switzerland	2010	0.02919	0.02216	0.09948	0.09197	0.00816
CHE	Switzerland	2011	-0.07721	-0.07931	0.09359	0.09110	0.00279
CHE	Switzerland	2012	0.17722	0.18544	0.09496	0.10260	0.01101
CHE	Switzerland	2013	0.24600	0.24869	0.08824	0.09059	0.01088
CHE	Switzerland	2014	0.13001	0.13014	0.05307	0.05319	-0.00247
CHE	Switzerland	2015	0.02675	0.03861	0.06266	0.07493	0.01297
GBR	UK	1950	0.10957	0.06774	0.05265	0.01296	0.02952
GBR	UK	1951	0.08230	-0.00752	0.12951	0.03578	-0.01717
GBR	UK	1952	-0.00141	-0.09753	-0.00381	-0.09970	-0.00289
GBR	UK	1953	0.24431	0.20078	0.03497	-0.00124	0.03904
